"","cyberDate","cyberTitle","cyberPrice","cyberCity","cyberDescriptive"
"702",2019-11-30,"Gaveta leitor cartão SIM telemóvel Oneplus One A0001","7","Caniço, Assomada","Gaveta do leitor de cartão SIM do smartphone Onep..."
"703",2019-11-30,"Botao plástico de power volume e mute iPhone 3 e 3GSBotao power / volume / mute","4","Caniço, Assomada","Botao plástico power + volume + mute iPhone 3 e 3..."
"704",2019-11-30,"Botao Home + flex iPhone 3 e 3GSFlex botao home + botao plástico iPhone 3 / 3GS","4","Caniço, Assomada","Flex botao home + botao plástico iPhone 3 / 3GS b..."
"705",2019-11-30,"Flex Botao Home iPhone 5S e 5SEFlex botao home iPhone 5S branco","8","Caniço, Assomada","Flex botao home iPhone 5S e 5SE  branco. Disponív..."
"706",2019-11-30,"Flex Botao Home iPhone 5CFlex botao home iphone 5C","4","Caniço, Assomada","Flex botão home iPhone 5C. Disponíveis para outr..."
"707",2019-11-30,"Iphone 5 Flex botao home iPhone 5","5","Caniço, Assomada","Flex botão home iPhone 5. Disponível para outras..."
"708",2019-11-30,"Flex botao Home iPhone 4SFlex botao home iPhone 4S","3","Caniço, Assomada","Flex botão home iPhone 4S. Disponíveis para outr..."
"709",2019-11-30,"Iphone 4 Flex e Botao Home branco iPhone 4","4","Caniço, Assomada","Flex e Botao Home plástico para iPhone 4. Dispon�..."
"710",2019-11-30,"Iphone 4 Flex botao home iPhone 4","3","Caniço, Assomada","Flex botao home iPhone 4. Disponíveis para outros..."
"711",2019-11-30,"Botao Home branco para iPhone 5Botao home plástico iPhone 5","3","Caniço, Assomada","Botao home plástico iPhone 5 branco ou preto. Dis..."
"712",2019-11-30,"Iphone 4S Botao Home plástico IPhone 4 / 4S","2","Caniço, Assomada","Botao home plástico para iPhone 4 / 4S  branco ou..."
"713",2019-11-30,"Jogo 10 parafusos telemovel Huawei Y530","4","Caniço, Assomada","Jogo de 10 parafusos para smartphone Huawei Y530 ,..."
"714",2019-11-30,"Telemóvel Huawei ascend Y530 - Peças","20","Caniço, Assomada","Telemóvel Huawei Y530-U00 - venda de peças, se p..."
"715",2019-11-30,"Alto-falante polifonico telemóvel Huawei Y530 , Y530-U00","4","Caniço, Assomada","Alto-falante polifonico para smartphone Huawei Y53..."
"716",2019-11-30,"Auscultador telemóvel Huawei Ascend Y530 , Y530-U00","5","Caniço, Assomada","Auscultador para smartphone Huawei Ascend Y530 , Y..."
"717",2019-11-30,"Auscultador telemóvel Sony Ericsson Live Walkman WT19i","5","Caniço, Assomada","Auscultador para smartphone Sony Ericsson Live Wal..."
"718",2019-11-30,"Alto-falante polifonico telemóvel Sony Ericsson Live Walkman WT19i","4","Caniço, Assomada","Alto-falante polifonico para smartphone Sony Erics..."
"719",2019-11-29,"Display ecrã lcd telemovel Sony xperia E4 E2104 , E2105 , E2115 , E2124","20","Caniço, Assomada","Display / LCD para smartphone Sony Xperia E4 , E21..."
"720",2019-11-29,"Lcd ecrã display telemóvel Sony xperia sp","20","Caniço, Assomada","Display ecran lcd para smartphone Sony Xperia SP ,..."
"721",2019-11-29,"Lcd ecrã display telemóvel Sony xperia miro ST23 , ST23I","12","Caniço, Assomada","Display para smartphone Sony Xperia Miro ST23 , ST..."
"722",2019-11-29,"Lcd ecrã display telemóvel Sony xperia tipo ST21I","14","Caniço, Assomada","Display para telemovel Sony Xperia Tipo ST21i. Dis..."
"723",2019-11-29,"Lcd ecrã display Sony xperia E  C1504 , C1505 , C1604 , C1605","14","Caniço, Assomada","Display para telemovel Sony Xperia E compatível c..."
"724",2019-11-29,"Lcd ecrã display telemóvel Sony xperia j ST26","15","Caniço, Assomada","Display para smartphone Sony Xperia J   ST26 , ST2..."
"725",2019-11-29,"Lcd ecrã display telemóvel Sony xperia U ST25I","14","Caniço, Assomada","LCD / Display ecran para smartphone Sony Xperia U ..."
"726",2019-11-29,"Display ecrã lcd telemóvel Meo Smart A12","15","Caniço, Assomada","Display / LCD para smartphone Meo Smart A12. Dispo..."
"727",2019-11-29,"Lcd ecrã display telemóvel Wiko cink five","19","Caniço, Assomada","Display / ecran / lcd para smartphone wiko cink fi..."
"728",2019-11-29,"Lcd ecrã display telemóvel wiko cink peax","20","Caniço, Assomada","Display / ecran / lcd para smartphone wiko cink pe..."
"729",2019-11-29,"Lcd ecrã display telemóvel wiko cink king","20","Caniço, Assomada","Display / ecran / lcdara smartphone wiko cink king..."
"730",2019-11-29,"Lcd ecrã display telemóvel wiko rainbow","20","Caniço, Assomada","Display / ecran / lcd para smartphone wiko rainbow..."
"731",2019-11-29,"Lcd ecrã display telemóvel wiko darknight","21","Caniço, Assomada","Display / ecran / lcd para smartphone Wiko darknig..."
"732",2019-11-29,"Lcd ecrã display telemovel THL T6 T6S","22","Caniço, Assomada","LCD / Display / ecran  para telemovel THL T6 , T6S..."
"733",2019-11-29,"LCD ecra Vodafone Smart E8 VFD510","14","Caniço, Assomada","LCD / Display / ecran de telemóvel Vodafone Smart..."
"734",2019-11-29,"Ecrã  lcd Display telemóvel Samsung Galaxy J1 SM-J100H","18","Caniço, Assomada","Ecran /LCD / Display para smartphone Samsung Galax..."
"735",2019-11-29,"Lcd display ecra Samsung galaxy s duos  S7560  S7562","18","Caniço, Assomada","Display ecran lcd para smartphone Samsung Galaxy S..."
"736",2019-11-29,"Lcd ecrã display samsung galaxy core plus  SM-G3502","19","Caniço, Assomada","Display ecran lcd para smartphone Samsung Galaxy C..."
"737",2019-11-29,"Lcd ecrã display telemóvel Samsung galaxy ace plus GT-S7500","20","Caniço, Assomada","Display para telemovel Samsung Galaxy Ace Plus  GT..."
"738",2019-11-29,"Lcd ecrã display telemóvel Samsung  B7722 duos","19","Caniço, Assomada","Display / ecran / lcd  para telemóvel Samsung B77..."
"739",2019-11-29,"Lcd ecrã display telemóvel Nokia X2-02 , X2-03 , X2-05 , X2-06","10","Caniço, Assomada","Display / ecrã/ lcd para telemovel Nokia compatí..."
"740",2019-11-29,"LCD ecran original telemóvel Nokia Asha 215 220 222 RM-969 RM-970 RM-969 RM-1110 RM-1125 RM-1136","14","Caniço, Assomada","LCD / ecrã / Display Original para telemóvel Nok..."
"741",2019-11-29,"Lcd ecrã display telemóvel Nokia asha 202 , 203 , 206 , 300 , 303 , X3-01 , X3-02 , C3-01","11","Caniço, Assomada","Display / ecran / lcd para telemovel Nokia compat�..."
"742",2019-11-29,"Lcd ecrã display telemóvel Nokia X2-00 , X3-00 , C5-00","10","Caniço, Assomada","Display / ecran / lcd para telemovel Nokia compat�..."
"743",2019-11-29,"Lcd ecr display telemóvel Nokia 3720C-2 , 5610 , 5700 , 6110 , 6220 , 6500 , E65","9","Caniço, Assomada","Display/ ecran / lcd para telemovel Nokia compatí..."
"744",2019-11-29,"Lcd ecrã display telemóvel Nokia 3120C-C1 , 5310 , 6300 , 7500 , 8600 , E51 , E90","8","Caniço, Assomada","Display / ecran / lcd para telemóveis Nokia compa..."
"745",2019-11-29,"Lcd ecrã display telemóvel Nokia 2330 , 2680 , 3109 , 3110 , 3500 , 7070","8","Caniço, Assomada","Display / ecran / lcd para telemovel Nokia compat�..."
"746",2019-11-29,"Lcd ecrã display telemóvel Nokia C2-02 , C2-03 , C2-06 , C2-07 , C2-08 , X2-06","12","Caniço, Assomada","Display / ecran / lcd para telemovel Nokia compat�..."
"747",2019-11-29,"LCD ecrã display telemóvel Nokia 5300","9","Caniço, Assomada","LCD / ecran / telemóvel Nokia 5300.
Disponíveis..."
"748",2019-11-28,"Lcd ecrã display telemóvel Nokia 5200","8","Caniço, Assomada","Display / ecran / lcd para telemovel Nokia 5200. D..."
"749",2019-11-28,"Lcd ecrã display telemóvel Nokia 3310","5","Caniço, Assomada","Display / ecran / lcd para telemovel Nokia 3310. D..."
"750",2019-11-28,"Lcd ecrã display telemóvel Nokia N80","18","Caniço, Assomada","Display / ecran / lcd para telemovel Nokia N80. Di..."
"751",2019-11-28,"Lcd ecrã display telemóvel Nokia N97","16","Caniço, Assomada","Display para telemovel Nokia N97. Disponíveis par..."
"752",2019-11-28,"Lcd ecrã display Nokia 6210 , N77 , N78 , N79 , N82 , E52 , E55 , E66","9","Caniço, Assomada","Display / ecran / lcd  para telemovel Nokia compat..."
"753",2019-11-28,"Lcd ecrã display telemóvel Nokia N95","13","Caniço, Assomada","Display / ecran / lcd para telemovel Nokia N95. Di..."
"754",2019-11-28,"Lcd ecrã display telemóvel Nokia 6680 , N70 e N72","13","Caniço, Assomada","Display / ecran / lcd  para telemovel Nokia compat..."
"755",2019-11-28,"Lcd ecrã display telemóvel Nokia N75 , N76 , N81","12","Caniço, Assomada","Display / ecran / lcd para telemovel Nokia compat�..."
"756",2019-11-28,"Display ecrã lcd telemóvel Nokia E63 E71 E72 E73","10","Caniço, Assomada","Display / ecran / lcd para telemóvel Nokia compat..."
"757",2019-11-28,"Lcd ecrã  display telemóvel Nokia N85 , N86","11","Caniço, Assomada","LCD / ecran / Display para telemovel Nokia compat�..."
"758",2019-11-28,"capa de telemovel","2","Funchal, Centro","Capa Samsung Galaxy S4.
pouco usada,  em perfeito..."
"759",2019-11-28,"Microfone para telemóvel smartphone","4","Caniço, Assomada","Microfone com as medidas 4mm diametro por 1,5mm al..."
"760",2019-11-28,"Microfone Motorola L6","4","Caniço, Assomada","Microfone para telemóvel Motorola modelo L6. Disp..."
"761",2019-11-28,"Microfone SMD Vodafone Smart Prime 6 VF-895N","4","Caniço, Assomada","Microfone smd para smartphone Vodafone Smart Prime..."
"762",2019-11-28,"Microfone SMD para telemoveis","4","Caniço, Assomada","Microfone SMD para telemóveis compatível com vá..."
"763",2019-11-28,"Microfone SMD SPU0410LR5H-QB-7 3DB para Huawei etc","4","Caniço, Assomada","Microfone para smartphone compatível com várias ..."
"764",2019-11-28,"Microfone SMD Samsung SM-G925 SM-G928 SM-G930 SM-G935","4","Caniço, Assomada","Microfone SMD para smartphones , compatível com v..."
"765",2019-11-28,"Microfone Wiko Wax","4","Caniço, Assomada","Microfone para telemóvel Wiko Wax. Disponíveis p..."
"766",2019-11-28,"Microfone Samsung Galaxy S3 GT-I9300","4","Caniço, Assomada","Microfone para telemóvel Samsung Galaxy S3 GT-I93..."
"767",2019-11-28,"Microfone para telemóvel Nokia Xpressmusic 5200 e 5300","4","Caniço, Assomada","Microfone para telemóvel Nokia Xpress Music compa..."
"768",2019-11-28,"Microfone Para telemóvel Nokia 6230","4","Caniço, Assomada","Microfone para telemóvel Nokia 6230. Disponíveis..."
"769",2019-11-28,"Microfone para telemóveis Nokia","4","Caniço, Assomada","Microfone 4 pinos compatível com smartphones Noki..."
"770",2019-11-28,"Alto-falante Nokia 2680 5130 5200 5230 5300 5700 5800 6110 6120C 8800 E65 N73 N80 N90 N95 X6","4","Caniço, Assomada","Alto-falante polifonico altavoz para telemóveis N..."
"771",2019-11-28,"Alto-falante  polifonico altavoz  Huawei Y625","4","Caniço, Assomada","Alto-falante / polifonico / altavoz  para smartpho..."
"772",2019-11-28,"Alto-falante redondo 16*3,9mm","4","Caniço, Assomada","Alto-falante para telemóvel com as medidas de 26*..."
"773",2019-11-28,"Alto-falante polifonico 18*13*3,5mm","5","Caniço, Assomada","Altifalante / polifonico com as medidas de 18*13*3..."
"774",2019-11-28,"Alto-falante altavoz polifonico telemóvel 16,4*19,2*5mm","5","Caniço, Assomada","Alto-falante / altavoz / polifonico compatível co..."
"775",2019-11-28,"Alto-falante altavoz polifonico Telemóvel  Nokia 220","5","Caniço, Assomada","Alto-falante / polifonico / altavoz para telemóve..."
"776",2019-11-28,"Alto-falante polifonico redondo 16*3,9mm","4","Caniço, Assomada","Alto-falante polifonico redondo com as medidas de ..."
"777",2019-11-28,"Alto-falante polifonico Nokia 2730 3100 5070 6100 6230 7610","4","Caniço, Assomada","Alto-falante polifonico para telemóveis Nokia com..."
"778",2019-11-28,"Alto-falante 20*15*4mm","5","Caniço, Assomada","Alto-falante com as medidas de 20*15*4mm. Disponí..."
"779",2019-11-28,"Alto-falante polifonico original Qtek S200","5","Caniço, Assomada","Alto-falante altavoz polifonico original para smar..."
"780",2019-11-28,"Alto-falante polifonico smartphone Vodafone Smart 4 Turbo - Vodafone 890N","5","Caniço, Assomada","Alto-falante / altavoz para telemóvel Vodafone Sm..."
"781",2019-11-28,"Alto-falante 16*9*2,9mm para telemóveis","5","Caniço, Assomada","Alto-falante polifonico com as medidas de 16*9*2,9..."
"782",2019-11-28,"Alto-falante HTC Desire 310 510 526 C620 626 816 820G12 8S 8X","5","Caniço, Assomada","Alto-falante polifonico altavoz compatível com v�..."
"783",2019-11-28,"Alto-falante polifonico 15*11*3,5mm","4","Caniço, Assomada","Alto-falante polifonico 15*11*3,5mm para telemóve..."
"784",2019-11-28,"Alto-falante polifonico HTC Trophy","4","Caniço, Assomada","Alto-falante altavoz polifonico para smartphone HT..."
"785",2019-11-28,"Auscultador telemóvel LG  LG-E960","4","Caniço, Assomada","Auscultador para smartphone LG modelo LG-E960. 
 ..."
"786",2019-11-28,"Auscultador telemóvel  Huawei Y6 II","5","Caniço, Assomada","Auscultador para smartphone Huawei Y6 II. 
 Dispo..."
"787",2019-11-28,"Auscultador Nokia 210 220 500 610 700 720 820 900 920 930","4","Caniço, Assomada","Auscultador para telemóvel Nokia compatível com ..."
"788",2019-11-28,"Auscultador 13,1*12*6*2mm","5","Caniço, Assomada","Auscultador 13,1* 12*6*2mm para telemóvel. 
Disp..."
"789",2019-11-28,"Auscultador smartphone Asus ZB501KL   X00FD   A007","5","Caniço, Assomada","Auscultador para smartphone Asus ZB501KL   X00FD  ..."
"790",2019-11-28,"Auscultador telemóvel HERCLS L925","4","Caniço, Assomada","Auscultador para smartphone HERCLS L925.
 Dispon�..."
"791",2019-11-28,"Alto-falante altavoz Sony Z3 Mini D8503","5","Caniço, Assomada","Alto-falante / altavoz para smartphone Sony Z3 Min..."
"792",2019-11-28,"Alto-falante Blackberry 9520 9550 9790 9850 9860 9900 9930 9981 BB10 Z10","5","Caniço, Assomada","Alto-falante para telemóvel Blackberry compatíve..."
"793",2019-11-28,"Alto-falante altavoz polifonico para telemóvel","5","Caniço, Assomada","Alto-falante , altavoz , polifonico para telemóve..."
"794",2019-11-28,"Auscultador telemóvel 15*6*2,3","5","Caniço, Assomada","Auscultador retangular com as medidas 15*6*2,3mm. ..."
"795",2019-11-28,"Auscultador telemóvel Vodafone Smart 4 Turbo - Vodafone 890N","5","Caniço, Assomada","Auscultador para smartphone Vodafone Smart 4 Turbo..."
"796",2019-11-28,"Auscultador Huawei Y625","5","Caniço, Assomada","Auscultador smartphone  Huawei Y625.
Disponíveis..."
"797",2019-11-28,"Auscultador Sony E2104 E2105 E2114 E2115 E2333 E5603","4","Caniço, Assomada","Auscultador para Telemovel Sony compatível com v�..."
"798",2019-11-28,"Iphone 5 Alto-falante / polifonico iphone 5","5","Caniço, Assomada","Alto-falante / polifonico para iPhone 5. Disponív..."
"799",2019-11-28,"Auscultador telemovel bq aquaris E5","4","Caniço, Assomada","Auscultador para telemovel BQ Aquaris E5 , dispon�..."
"800",2019-11-28,"Auscultador Sony Xperia ST23 ST23i ST26 ST26i ST27 ST27i LT30P","4","Caniço, Assomada","Auscultador para telemóvel Sony Xperia compatíve..."
"801",2019-11-28,"Auscultador Nokia Lumia 225 620 625 925 1520 etc","5","Caniço, Assomada","Auscultador para telemóveis Nokia compatível com..."
"802",2019-11-28,"Auscultador retangular para telemóvel 11.9*11.1*5*2.5mm","5","Caniço, Assomada","Auscultador retangular com as seguintes medidas 11..."
"803",2019-11-28,"Auscultador smartphone Samsung J1 J3 J4 J5 J6 J7 J8","5","Caniço, Assomada","Auscultador para telemóvel Samsung compatível co..."
"804",2019-11-28,"Polifonico   altavoz samsung galaxy s GT-I9000","5","Caniço, Assomada","Alto-falante / polifonico / altavoz para telemovel..."
"805",2019-11-28,"Auscultador 11*7*3,3mm para telemovel","5","Caniço, Assomada","Auscultador 11*7*3,3mm para telemóvel. Disponíve..."
"806",2019-11-28,"Auscultador para LG Optimus 3D P920","5","Caniço, Assomada","Auscultador para telemóvel LG Optimus 3D  P920. ..."
"807",2019-11-28,"Auscultador Huawei P8 , P9 , G9 , VNS-TL00 etc","4","Caniço, Assomada","Auscultador compatível com vários smartphones Hu..."
"808",2019-11-28,"Auscultador Samsung Galaxy S ,  S2 , S3 , Note 1 , N7000 etc","4","Caniço, Assomada","Auscultador para smartphone Samsung compatível co..."
"809",2019-11-28,"Auscultador LG Optimus L5 II E460","4","Caniço, Assomada","Auscultador para smartphone LG Optimus L5 II E460 ..."
"810",2019-11-28,"Auscultador 12*7*3,2mm para telemóvel","4","Caniço, Assomada","Auscultador com as medidas de 12*7*3,2mm para tele..."
"811",2019-11-28,"tablet samsung galaxy tab3","85","Gaula, Porto Novo","Vendo tablet samsung galaxy tab3, com 16 GB.
Pouc..."
"812",2019-11-28,"Alto-falante altavoz polifonico e antena Samsung Monte GT-S5620","5","Caniço, Assomada","Alto-falante / polifonico / altavoz para telemóve..."
"813",2019-11-28,"Auscultador Samsung Galaxy S7 SM-G930","6","Caniço, Assomada","Auscultador para smartphone Samsung Galaxy S7 SM-G..."
"814",2019-11-28,"Alto-falante altavoz polifonico Samsung Galaxy Grand Prime SM-G530","7","Caniço, Assomada","Alto-falante / altavoz / polifonico para telemóve..."
"815",2019-11-28,"Auscultador Blackberry 9100 9105 9700 9720 9780 9800 9810 Z3","4","Caniço, Assomada","Auscultador para smartphone Blackberry compatível..."
"816",2019-11-28,"Auscultador telemóvel Nokia Asha 220","4","Caniço, Assomada","Auscultador para telemóvel Nokia Asha 220 . Dispo..."
"817",2019-11-28,"Auscultador Nokia 5220 5233 5238 5250 6303 C5-03 C6-01 C7 X7","4","Caniço, Assomada","Auscultador para telemóvel Nokia compatível com ..."
"818",2019-11-28,"Auscultador 13,2*12*8*2mm  para telemóvel","4","Caniço, Assomada","Auscultador com as medidas de 13,2 * 12 * 8 * 2 mm..."
"819",2019-11-28,"Auscultador 11,2*10*4,8*2,2mm","4","Caniço, Assomada","Auscultador 11,2*10*4,8*2,2mm  compatível com vá..."
"820",2019-11-28,"Auscultador Nokia C3 C5 C6 N96 N97 5320 5610 5700 6500S etc","4","Caniço, Assomada","Auscultador Nokia compatível com vários modelos ..."
"821",2019-11-28,"Auscultador iPhone 2 , 3 e 3GS","4","Caniço, Assomada","Auscultador compatível com iPhone 2 , 3 e 3 GS. D..."
"822",2019-11-28,"Auscultador iPhone 6Auscultador iPhone 6","7","Caniço, Assomada","Auscultador para iPhone 6. Disponíveis para outro..."
"823",2019-11-28,"Auscultador iPhone 5","5","Caniço, Assomada","Auscultador para iPhone 5.
Disponíveis para outr..."
"824",2019-11-28,"Auscultador para iPhone 7","8","Caniço, Assomada","Auscultador para iPhone 7. Disponíveis para outro..."
